id,hindi,santali
1617,यह समझने में प्रशिक्षकों ने टीचरों की मदद की है कि कौन - सी जानकारी विद्यार्थियों को परेशान कर रही है ।,"ᱞᱟᱜᱟᱱᱠᱟᱹᱨᱤ ᱢᱟᱪᱮᱫᱠᱩᱭ ᱜᱚᱲᱚᱣᱟᱠᱩᱼᱟ ᱟᱨᱦᱚᱸ ᱵᱷᱟᱜᱤ ᱵᱤᱰᱟᱹᱣ ᱥᱟᱠᱟᱢ ᱵᱮᱱᱟᱣ ᱞᱟᱹᱜᱤᱫᱛᱮ, ᱡᱟᱦᱟᱸᱛᱮ ᱫᱚ ᱵᱟᱰᱟᱭᱚᱜᱼᱟ ᱡᱮ, ᱡᱟᱦᱟᱸᱭ ᱯᱟᱹᱴᱷᱣᱟᱹᱠᱩᱣᱟᱜ ᱥᱤᱠᱷᱱᱟᱹᱛ ᱫᱩᱨᱤᱵ ᱱᱤᱭᱟᱹ ᱚᱥᱩᱵᱤᱫᱷᱟ ᱦᱩᱭᱩᱜᱠᱟᱱ ᱛᱟᱦᱮᱸ ᱩᱝᱠᱩᱣᱟᱜ ᱟᱱᱟᱴ ᱫᱚ ᱚᱠᱟᱨᱮ ᱾"
1618,"यह एक कोशिका है जो अपने आप को एक संकेत भेजता है कि एक अणु को गुप्त करके, जो अपनी सतह पर एक कवर बाँधता है, अपने आप को एक संकेत भेजता है ।",ᱟᱭᱴᱳᱠᱨᱟᱭᱤᱱ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱢᱤᱫᱴᱟᱝ ᱠᱳᱥ ᱡᱟᱦᱟᱸ ᱢᱤᱫᱴᱟᱝ ᱚᱱᱩ ᱩᱰᱩᱜ ᱠᱟᱛᱮ ᱱᱤᱡᱮᱜᱮ ᱪᱤᱱᱦᱟᱹᱭ ᱠᱩᱞᱟ ᱡᱟᱦᱟᱸ ᱩᱱᱤᱭᱟᱜ ᱫᱮᱭᱟ ᱪᱮᱛᱟᱱ ᱨᱮ ᱨᱤᱥᱮᱯᱴᱚᱨ ᱥᱟᱶᱛᱮ ᱵᱚᱱᱫᱷᱚᱠ ᱛᱟᱦᱮᱸᱱᱟ ᱾
1619,"पोईच और एमरल के क्षेत्रों में विद्रोह के बाद और पाकिस्तान ने कप्पल पिंगेज के मध्य हस्तक्षेप के बाद, माजा ने भारतीय सैन्य सहायता के लिए निवेदन किया।","ᱯᱩᱧᱪᱚ ᱟᱨ ᱢᱤᱨᱯᱩᱨ ᱴᱚᱴᱷᱟ ᱨᱮ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱠᱚ ᱟᱨ ᱯᱟᱠᱤᱥᱛᱟᱱᱼᱜᱚᱲᱚᱟᱭ ᱠᱷᱟᱭᱵᱟᱨ ᱯᱟᱠᱷᱛᱩᱱᱠᱷᱳᱣᱟᱨ ᱯᱟᱥᱛᱩᱱ ᱪᱟᱸᱜᱟᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱦᱚᱥᱛᱚᱠᱷᱮᱯ ᱛᱟᱭᱚᱢ, ᱵᱷᱟᱨᱚᱛ ᱨᱮᱱ ᱯᱷᱟᱹᱫ ᱟᱜ ᱜᱚᱲᱚ ᱱᱮᱦᱚᱨ ᱞᱮᱫᱟᱭ ᱢᱚᱦᱟᱨᱟᱡᱟ।"
1620,"या क्या आपने एक विचारात्मक निर्णय लिया है कि टैम्प्लेट नहीं है, या क्या अब लागू नहीं है?","ᱥᱮ ᱪᱮᱫ ᱟᱢ ᱢᱤᱫᱴᱟᱝ ᱩᱭᱦᱟᱹᱨ ᱜᱚᱴᱟᱵᱩᱴᱟᱹ ᱵᱟᱨᱮᱛᱮ ᱜᱚᱴᱟ ᱟᱠᱟᱫᱟᱢ ᱡᱮ ᱴᱮᱢᱯᱞᱮᱴ ᱫᱚ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ, ᱵᱟᱝᱠᱷᱟᱱ ᱟᱨ ᱵᱟᱝ ᱞᱟᱹᱠᱛᱤᱭᱟᱱ ?"
1621,"अगर गेहूँ की फसल की फसल काट दी जाती है, तो अगले साल हम गेहूँ की तरह अलग - अलग किस्म के बीज बो सकते हैं, जो अलग - अलग किस्म के होते हैं ।","ᱡᱚᱫᱤ ᱡᱟᱦᱟᱸᱱ ᱜᱩᱦᱩᱢ ᱟᱨᱡᱟᱣᱫᱩᱨᱤᱵᱽ ᱛᱤᱡᱩ ᱛᱮ ᱱᱚᱥᱴᱚᱜᱼᱟ, ᱫᱚᱥᱟᱨ ᱥᱮᱨᱢᱟ ᱟᱞᱮᱭᱟᱜ ᱵᱷᱤᱛᱟᱹᱨ ᱴᱷᱤᱠᱟᱹᱱ ᱱᱟᱱᱟᱦᱩᱱᱟᱹᱨ ᱪᱮᱛᱟᱱ ᱴᱮᱦᱟᱸᱴ ᱠᱟᱛᱮ ᱟᱨᱦᱚᱸ ᱠᱮᱴᱮᱡ ᱡᱟᱹᱛ ᱨᱮᱭᱟᱜ ᱜᱩᱦᱩᱢ ᱨᱚᱦᱚᱭ ᱦᱩᱭᱩᱜᱼᱟ ᱾"
1622,"यह क्षेत्र सन्‌ 1971 में फलने - फूलने लगा, जब स्टीफन कुक और लीडली लेवी ने उन समस्याओं के अस्तित्व को साबित किया जो एन - पूर्ण थे ।","᱑᱙᱗᱑ ᱥᱟᱞᱨᱮ ᱱᱤᱭᱟᱹ ᱠᱷᱮᱛᱨᱚᱴᱟᱜ ᱩᱛᱷᱱᱟᱹᱣ ᱨᱟᱠᱟᱵ ᱮᱛᱚᱦᱚᱯᱠᱟᱛᱮ ᱡᱚᱠᱷᱚᱱ ᱥᱴᱤᱯᱷᱮᱱ ᱠᱩᱠ ᱟᱨ ᱞᱤᱭᱳᱱᱤᱰ ᱞᱮᱵᱷᱤᱱ ᱫᱚ ᱯᱨᱟᱥᱚᱝᱜᱤᱠ ᱟᱱᱟᱴ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱮᱱᱹᱯᱤ ᱛᱮ ᱯᱮᱨᱮᱡᱽ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ, ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱢᱮᱱᱮᱫᱽᱼᱮ ᱥᱟᱵᱤᱫᱽᱞᱮᱫᱟᱭ ᱾"
1623,"मध्य मध्य युग के मध्य में, एक सरल केंद्रीय केंद्र था जो भट्टी के कमरे से लेकर कुछ जगहों में रोम का जादू - टोने की जगह ले रहा था ।",ᱥᱮᱫᱟᱭ ᱛᱟᱞᱢᱟ ᱡᱩᱜᱨᱮ ᱟᱞᱯᱟᱭᱱ ᱩᱥᱩᱞᱵᱩᱨᱩᱨᱮ ᱠᱤᱪᱦ ᱡᱟᱜᱟ ᱪᱩᱞᱦᱟᱹ ᱠᱷᱚᱸᱫᱨᱚᱝ ᱠᱷᱚᱱ ᱪᱟᱛᱟᱞ ᱞᱟᱛᱟᱨ ᱥᱚᱲᱚᱠ ᱥᱮᱪ ᱟᱹᱛᱩᱜ ᱢᱤᱫᱴᱟᱝ ᱟᱞᱜᱟᱞᱮᱠᱟᱱ ᱛᱟᱞᱢᱟ ᱞᱚᱞᱚᱥᱝ ᱵᱚᱱᱫᱮᱡ ᱨᱳᱢᱟᱱ ᱦᱟᱭᱯᱳᱠᱥᱴ ᱛᱷᱟᱯᱚᱱ ᱫᱚᱲᱦᱟ ᱞᱮᱫᱟᱠᱚ᱾
1624,वे मुख्य रूप से उच्च-छोड़ ऑडियो शक्ति में उपयोग किया जाता है।,"ᱩᱝᱠᱩ ᱫᱚ ᱢᱩᱲᱩᱛᱞᱮᱠᱟᱛᱮ ᱒ᱡᱤ, ᱓ᱡᱤ, ᱟᱨ ᱔ᱡᱤ ᱵᱮᱛᱟᱨ ᱥᱮᱞᱩᱞᱟᱨ ᱱᱮᱴᱳᱣᱟᱨᱠᱨᱮ ᱫᱟᱹᱢᱤ ᱚᱰᱤᱭᱳ ᱯᱟᱣᱟᱨ ᱯᱚᱨᱤᱵᱚᱨᱫᱷᱚᱠ ᱟᱨ ᱟᱨᱹᱮᱯᱷ ᱯᱟᱣᱟᱨ ᱯᱚᱨᱤᱵᱚᱨᱫᱷᱚᱠᱨᱮ ᱵᱮᱵᱚᱦᱟᱨᱚᱜᱼᱟ ᱾"
1625,"आमतौर पर प्लास्टिक की फिल्म के बड़े - बड़े आकार होते हैं, क्योंकि इन्हें कम खर्चों में अधिकतम रेटिंग दी जाती है और शायद खुद को आत्म - सम्मान और दुःख दिया जा सकता है ।","ᱢᱩᱲᱩᱫ ᱯᱷᱤᱞᱴᱟᱨ ᱠᱮᱯᱟᱥᱤᱴᱟᱨ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱜᱷᱟᱣ ᱪᱮᱛᱟᱱ ᱡᱟᱦᱟᱸ ᱞᱮᱠᱟᱱ ᱯᱞᱟᱥᱴᱤᱠ ᱯᱷᱤᱞᱤᱢ ᱞᱟᱜᱟᱣ ᱛᱟᱦᱮᱸᱱ ᱚᱱᱟᱨᱮ ᱯᱚᱴᱚᱢ ᱛᱟᱦᱮᱸᱱ, ᱠᱟᱨᱚᱱ ᱫᱚ ᱱᱚᱶᱟ ᱠᱚ ᱠᱚᱢ ᱠᱷᱚᱨᱚᱪ ᱛᱮ ᱦᱟᱭ ᱵᱷᱚᱞᱴᱮᱡ ᱵᱤᱡᱞᱤ ᱮᱢ ᱠᱟᱛᱮ ᱟᱨ ᱦᱚᱭᱛᱚ ᱜᱟᱞᱟᱜᱼᱟ ᱟᱨ ᱟᱯᱱᱟᱨᱼᱱᱤᱨᱟᱢᱚᱭ ᱥᱟᱶᱛᱮ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱ ᱾"
1626,इस सेटिंग में पेश की गई समस्याओं के अध्ययनों को सीखने में बहु-संकृत सहायक.,ᱟᱭᱢᱟᱼᱢᱟᱲᱛᱮᱠᱚ ᱫᱟᱲᱮᱰᱷᱮᱨ ᱥᱮᱪᱮᱫ ᱱᱚᱶᱟ ᱞᱟᱭᱚᱝ ᱨᱮ ᱥᱮᱴᱮᱨᱟᱠᱟᱱ ᱮᱴᱠᱮᱴᱚᱬᱮ ᱠᱚ ᱯᱟᱲᱦᱟᱣ ᱞᱮᱫᱟᱠᱚ ᱾
1627,"यह DECEP, BEECH (प्रयोगी इंजीनियरिंग, M.TCYEEEECYEEECYEECYEEEEECYES, पी.डी.डी.","ᱱᱚᱶᱟ ᱫᱚ ᱰᱤᱹᱤᱹᱯᱤᱹᱮᱢ, ᱵᱤᱹᱴᱮᱠ (ᱤᱞᱮᱠᱴᱨᱚᱱᱤᱠ ᱤᱧᱡᱤᱱᱤᱭᱟᱨᱤᱝ), ᱮᱢᱹᱴᱮᱠ (ᱤᱞᱮᱠᱴᱨᱚᱱᱤᱠ ᱰᱤᱡᱟᱭᱤᱱ ᱴᱮᱠᱱᱚᱞᱳᱡᱤ), ᱯᱤᱹᱮᱭᱤᱪᱹᱰᱤ ᱟᱨ ᱠᱚᱢᱢᱮᱭᱟᱫ ᱟᱱ ᱠᱳᱨᱥ ᱚᱯᱷᱟᱨ ᱞᱮᱫᱟᱭ ᱾"
1628,"उदाहरण के लिए, क्या जॉन पोलिंग पद 'काबिंग' या 'काइन्टिकीकरण' की परिभाषा है साइमन ब्लैकबर्न द्वारा प्रदान की गई परिभाषा और Jagon किन द्वारा प्रदान की गई परिभाषा है: इस प्रकार की कमीवाद के एक प्रकार के कार्यक्रम की चिंता करता है जो तथ्य या अन्य तथ्यों के साथ किसी अन्य प्रकार के भाषण में शामिल है, इस प्रकार से उनके बीच एक संबंध प्रदान करता है.","ᱫᱟᱹᱭᱠᱟᱹᱞᱮᱠᱟᱛᱮ , ᱥᱟᱤᱢᱚᱱ ᱵᱞᱟᱠᱵᱟᱨᱱ ᱟᱨ ᱡᱮᱜᱣᱟᱱ ᱠᱤᱢ ᱦᱚᱛᱮᱛᱮ ᱮᱢᱟᱠᱟᱱ ᱦᱩᱸᱥᱸ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱡᱚᱱ ᱯᱚᱞᱠᱤᱝ ᱦᱚᱨᱱ ᱱᱚᱶᱟ ᱯᱟᱹᱱᱟᱹᱨᱥᱤ 'ᱩᱭᱦᱟᱹᱨᱞᱮᱠᱟᱱ' ᱟᱨᱵᱟᱝᱠᱷᱟᱱ 'ᱧᱡᱟᱱᱛᱟᱛᱛᱵᱤᱠ' ᱠᱷᱚᱱᱰᱛᱟᱵᱟᱫ ᱚᱱᱮ ᱞᱮᱠᱟᱱ ᱠᱷᱚᱱᱰᱛᱟᱵᱟᱫ ᱡᱟᱦᱟᱭ ᱢᱤᱫ ᱞᱮᱠᱟᱱ ᱚᱫᱷᱤᱵᱚᱪᱚᱱ ᱥᱟᱶ ᱡᱚᱯᱚᱲᱟᱣ ᱰᱚᱜᱚᱨ ᱟᱨ ᱵᱟᱝᱠᱷᱟᱱ ᱫᱷᱟᱨᱛᱤ ᱨᱮ ᱢᱮᱱᱟᱜ ᱮᱴᱟᱜ ᱞᱮᱠᱟᱱ ᱠᱷᱚᱱ ᱦᱟᱛᱟᱣ ᱟᱠᱟᱱ ᱮᱴᱟᱜ ᱰᱚᱜᱚᱨ ᱵᱟᱝᱠᱷᱟᱱ ᱫᱷᱟᱹᱨᱛᱤᱨᱮ ᱢᱮᱱᱟᱜ ᱫᱚᱲᱦᱟᱛᱮ ᱛᱷᱟᱯᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱠᱟᱹᱢᱤ ᱦᱚᱨᱟ ᱥᱟᱶ ᱥᱟᱹᱜᱟᱹᱭ ᱦᱩᱭ ᱟᱠᱟᱱ ᱠᱷᱟᱹᱛᱤᱨ ᱩᱱᱠᱩ ᱢᱩᱫᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱥᱟᱹᱜᱟᱹᱭ ᱛᱷᱟᱯᱚᱱ ᱟᱠᱟᱱᱟ᱾"
1629,बांग्लादेश में 74.7% की शिक्षा दर है 2019: 77.4% पुरुषों और 71 लड़कियों के लिए.9% है.,᱒᱐᱑᱙ᱼᱨᱮᱭᱟᱜ ᱦᱤᱥᱟᱹᱵᱞᱮᱠᱟᱛᱮ ᱵᱟᱝᱞᱟᱫᱮᱥ ᱨᱮᱭᱟᱜ ᱥᱮᱪᱮᱫ ᱦᱟᱨ ᱗᱔ᱹ᱗%; ᱠᱚᱲᱟ ᱦᱚᱯᱚᱱᱠᱩ ᱢᱩᱫᱨᱮ ᱗᱑ᱹ᱙% ᱟᱨ ᱛᱤᱨᱞᱟᱹᱠᱩ ᱢᱩᱫᱨᱮ ᱗᱗ᱹ᱘% ᱾
1630,"भारतीय अंकन पश्‍चिमी व्यवस्था के अनुरूप दस में से चौथी शक्‍ति के माध्यम से दस सौ, दस, और दस हजार के बीच है ।","ᱵᱷᱟᱨᱛᱤ ᱮᱞᱠᱷᱟ ᱵᱚᱱᱫᱮᱡ ᱯᱚᱪᱷᱤᱢ ᱫᱤᱥᱚᱢ ᱵᱚᱱᱫᱮᱡ ᱜᱮᱞᱨᱮ ᱯᱩᱱᱟᱜ ᱫᱟᱲᱮ ᱦᱩᱭ ᱞᱮᱱᱟ ᱥᱩᱱ ᱚᱱᱠᱟᱞᱮᱠᱟ ᱺ ᱢᱤᱫ , ᱜᱮᱞ, ᱢᱤᱫᱥᱟᱭ, ᱢᱤᱫ ᱜᱮ ᱥᱟᱭ, ᱟᱨ ᱜᱮᱞ ᱜᱮ ᱥᱟᱭ᱾"
1631,"BI-dedd इकाई एक बिल्ली के बिल्ली के कार्यों को मापने के लिए है, जो कि एक सेकंड में thatatate है.",ᱚᱱᱩᱜᱷᱚᱴᱚᱠ ᱦᱚᱨᱟ ᱵᱟᱵᱚᱫ ᱠᱟᱹᱢᱤᱦᱚᱨᱟ ᱡᱚᱠᱷᱟᱭ ᱞᱟᱹᱜᱤᱫ ᱮᱥᱹᱟᱭ ᱧᱟᱢᱟᱠᱟᱱ ᱮᱠᱚᱠ ᱠᱟᱛᱟᱞ ᱡᱟᱦᱟᱸᱨᱮ ᱞᱟᱹᱭᱟᱹᱜᱚᱜᱼᱟ ᱢᱳᱞ ᱯᱤᱪᱷᱟᱹ ᱴᱤᱯᱤᱡᱽᱨᱮ ᱾
1632,"यु. पूर्व रोमी साम्राज्य) को एक और नाम के तौर पर समझा जाता था, जिस ने जयिमिमिमिमिममेन के नाम की स्थापना की ।","ᱡᱟᱨᱯᱟᱣᱟᱱ ᱥᱮᱞᱩᱞᱳᱡᱽ ᱛᱩᱨᱠᱤᱠᱩ, ᱡᱟᱦᱟᱸᱭ ᱫᱚ ᱑᱐᱗᱗ᱼᱨᱮ ᱨᱟᱢ ᱥᱟᱞᱛᱟᱱᱮᱛᱼᱮ ᱛᱷᱟᱯᱚᱱᱞᱮᱫᱟ, ᱱᱤᱭᱟᱹ ᱵᱷᱤᱛᱨᱤ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱩᱢ ᱫᱚ (ᱨᱩᱢᱟᱱᱟ ""ᱨᱳᱢᱟᱱᱠᱩᱣᱟᱜ ᱫᱤᱥᱟᱹᱢ,"" ᱡᱟᱦᱟᱸ ᱫᱚ ᱦᱩᱭᱩᱜᱽᱠᱟᱱᱟ ᱢᱟᱨᱮᱱ ᱨᱳᱢᱟᱱ ᱯᱚᱱᱚᱛ) ᱯᱚᱱᱚᱛ ᱮᱨᱭᱟᱜ ᱟᱨ ᱢᱤᱫ ᱧᱩᱛᱩᱢ ᱞᱮᱠᱟᱛᱮᱠᱩ ᱵᱷᱟᱹᱵᱤᱛᱠᱮᱫᱟ ᱾"
1633,"फिर भी, इटली में एक - दूसरे के बीच का भेद - भाव उस समय काम नहीं कर रहा था, और जॉर्ज600 इंजीनियरिंग मोड में था और वह काफ़ी संवेदनशील नहीं है, इसलिए यह संकेत की पुष्टि नहीं कर सकता था ।","ᱛᱚᱵᱮ, ᱚᱱᱟ ᱚᱠᱛᱚ ᱤᱛᱟᱞᱤ ᱠᱚᱱᱮᱨᱟᱥᱤ ᱤᱱᱴᱟᱨᱯᱷᱮᱨᱳᱢᱤᱴᱟᱨ ᱫᱚ ᱵᱟᱭ ᱠᱟᱹᱢᱤ ᱭᱮᱫ ᱛᱟᱦᱮᱸᱱᱟ, ᱟᱨ ᱡᱤᱣ ᱖᱐᱐ ᱤᱧᱡᱤᱱᱤᱭᱟᱨᱤᱝ ᱢᱩᱰᱨᱮᱭ ᱴᱟᱦᱮᱸᱠᱟᱱᱟ ᱟᱨ ᱡᱚᱛᱷᱟᱛ ᱟᱱᱟᱭᱠᱟᱣᱟᱱ ᱵᱟᱭ ᱛᱟᱦᱮᱸᱠᱟᱱᱟ, ᱚᱱᱟᱛᱮ ᱚᱱᱟ ᱪᱤᱱᱦᱟᱹ ᱵᱟᱭ ᱜᱚᱴᱟ ᱵᱩᱴᱟ ᱞᱮᱫᱟ᱾"
1634,ये शरणार्थी लहरों में पहुँचे और केवल विभाजन के समय ही नहीं आए ।,"ᱱᱩᱝᱠᱩ ᱦᱮᱡᱽᱪᱟ ᱦᱚᱲ ᱫᱚ ᱜᱟᱫᱮᱞ ᱜᱟᱫᱮᱞ ᱦᱮᱡᱽᱟᱛᱮ ᱠᱩ ᱥᱮᱴᱮᱨᱮᱱᱟ, ᱟᱨ ᱮᱠᱮᱱ ᱫᱤᱥᱟᱹᱢᱦᱟᱹᱴᱤᱧ ᱚᱠᱛᱚᱨᱮᱜᱤ ᱫᱚ ᱱᱩᱝᱠᱩ ᱵᱟᱝᱠᱩ ᱦᱮᱡᱲᱟᱠᱟᱱᱟ ᱾"
1635,"यह लाइब्रेरी वांछित लक्ष्य अनुक्रम के विरूद्ध चुना जा सकता है, जो कि रपटर जीन निर्माण के मध्य क्षेत्र में प्रविष्ट किया गया है.",ᱱᱤᱭᱟᱹ ᱞᱟᱭᱵᱨᱮᱨᱤᱴᱟᱜ ᱫᱚ ᱠᱩᱥᱤᱭᱟᱜ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱛᱩᱝᱜᱤᱛᱷᱟᱨ ᱵᱟᱫᱠᱟᱛᱮᱜᱤ ᱵᱟᱪᱷᱟᱣᱞᱮᱱᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱨᱤᱯᱳᱴᱟᱨ ᱡᱤᱱ ᱜᱚᱲᱦᱚᱱᱟᱜ ᱯᱚᱨᱛᱚᱱᱤᱡᱽ ᱴᱷᱟᱣᱨᱮ ᱟᱫᱮᱨ ᱦᱩᱭᱞᱮᱱᱟ ᱾
1636,"हाल के मौसम में, चार बच्चों में एक - दूसरे के साथ वक्‍त बिताने का चलन होता है ।","ᱢᱤᱭᱴᱮᱨᱳᱴᱮᱥᱚᱱ ᱧᱩᱛᱩᱢ ᱦᱚᱨᱟ ᱨᱮ, ᱴᱟᱲᱟᱝ ᱟᱹᱭᱩᱢᱟᱹᱱ ᱥᱟᱫᱷᱟᱨᱚᱱ ᱞᱮᱠᱟᱛᱮ ᱞᱚᱞᱚᱥᱚᱝ ᱫᱨᱚᱵᱚᱱ ᱨᱮ ᱯᱩᱱᱭᱟ ᱪᱚᱠᱨᱤᱭᱚ ᱟᱭᱥᱳᱢᱟᱨᱮᱨ ᱵᱷᱤᱛᱟᱹᱨ ᱵᱚᱱᱚᱫᱚᱞ ᱜᱷᱚᱴᱟᱣ ᱞᱮᱱᱟ।"
1637,यह अर्थ एक भिन्‍न वर्तमान रूपांतरणक है जो चारों ओर फैला हुआ है (लेकिन यह बिजली - मुक्‍त नहीं है) जीवित और निष्पक्ष ओवरसियर ।,ᱥᱮᱱᱥ ᱠᱚᱭᱮᱞ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱮᱴᱟᱜᱞᱮᱠᱟ ᱵᱤᱡᱞᱤ ᱴᱨᱟᱱᱥᱯᱷᱚᱨᱢᱟ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱡᱤᱭᱟᱹᱲ ᱟᱨ ᱠᱚᱢᱚᱜ ᱠᱚᱱᱰᱟᱠᱴᱚᱨ ᱮᱥᱮᱫᱠᱟᱛᱮᱭ ᱛᱟᱦᱮᱸᱱᱟ (ᱢᱮᱱᱠᱷᱟᱱ ᱵᱤᱡᱞᱤᱛᱮᱱᱟᱜ ᱞᱮᱠᱟᱛᱮ ᱫᱚ ᱵᱟᱝ ᱡᱚᱲᱟᱣ ᱛᱟᱦᱮᱸᱱᱟ) ᱾
1638,"एक पत्ते के टाइटन मिगल में, लगभग इंच से पैरामा कोशिकाओं के बीच बड़े पैमाने पर शाखा दफ्तर के लिए व्यवस्थित रूप से व्यवस्थित किया गया और उपभोग के साथ, अपने पड़ोसियों के साथ मिलकर एक-दूसरे से जुड़े हुए एक-दूसरे के साथ मिलकर एक-दूसरे से जुड़ गए एक-दूसरे से जुड़ गए, जैसे कि गुर्दे के तीन-छोटे परदे में लाल होते हैं और मुझे अन्य प्रकार के होते हैं।","ᱢᱤᱫᱴᱟᱝ ᱥᱟᱠᱟᱢ ᱨᱮᱭᱟᱜ ᱵᱷᱩᱜᱟᱹᱜᱯᱮᱨᱮᱡᱽ ᱞᱟᱹᱵᱤᱫᱽ ᱢᱮᱥᱳᱯᱷᱤᱞᱼᱨᱮ ᱯᱮᱨᱮᱱᱠᱟᱭᱢᱟ ᱠᱳᱥᱠᱩ ᱫᱚ ᱡᱤᱞᱤᱧ ᱟᱱᱛᱚᱠᱳᱥᱟᱱ ᱯᱷᱟᱨᱟᱠ ᱥᱟᱶ ᱯᱨᱟᱭᱼᱜᱩᱞᱟᱹᱴ ᱟᱨ ᱦᱟᱸᱰᱮᱱᱟᱸᱰᱮ ᱪᱷᱤᱴᱭᱟᱹᱣ ᱠᱷᱚᱱ ᱪᱟᱸᱲᱮᱭᱟᱱᱟᱜ ᱥᱮ ᱤᱯᱤᱞᱞᱮᱠᱟ ᱦᱚᱸ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ, ᱟᱨᱟᱜᱽᱼᱢᱟᱞᱦᱟᱱ ᱡᱚ, ᱯᱷᱟᱥᱤᱚᱞᱟᱥ ᱵᱷᱟᱞᱜᱟᱨᱤᱥ ᱟᱨ ᱮᱴᱟᱜ ᱢᱮᱥᱳᱯᱷᱟᱭᱤᱴ ᱨᱮᱭᱟᱜ ᱞᱮᱠᱟ ᱢᱤᱫᱴᱟᱝ ᱯᱮᱱᱮᱢᱟᱛᱨᱟ ᱚᱱᱛᱚᱨᱡᱟᱞ ᱜᱚᱲᱦᱚᱱ ᱞᱟᱹᱜᱤᱫ ᱥᱚᱯᱚ ᱨᱮᱭᱟᱜ ᱢᱩᱪᱟᱹᱫᱽᱱᱟᱠᱷᱟ ᱨᱮ ᱩᱝᱠᱩᱨᱮᱱ ᱟᱰᱮᱯᱟᱥᱮᱨᱮᱱ ᱥᱟᱶ ᱢᱤᱫᱮᱴᱟᱜᱤᱡᱽ ᱟᱠᱩᱟᱠᱩᱨᱮᱠᱩ ᱡᱚᱯᱚᱲᱟᱣᱟᱠᱟᱱᱟ ᱾"
